SNP,shoot_mass,growth_init,growth_cess,cold_injury,scaffold,contig,pos.on.contig,is.signif
C32451148_34407_53794__12622,0.752261,0.69259,0.829335,0.643689,C32451148,C32451148_34407_53794,12622,0
C32453682_30181_32230__1688,0.509384,0.69877,0.888331,0.563086,C32453682,C32453682_30181_32230,1688,0
C32454244_42254_45593__1515,0.831935,0.8828,0.973859,0.963131,C32454244,C32454244_42254_45593,1515,0
C32458302_48995_50620__739,0.148924,0.471595,0.25424,0.0661972,C32458302,C32458302_48995_50620,739,0
C32459856_30453_32223__1078,0.852362,0.631596,0.664733,0.649814,C32459856,C32459856_30453_32223,1078,0
C32462118_45962_48352__217,0.908523,0.467347,0.951561,0.437555,C32462118,C32462118_45962_48352,217,0
C32464210_35507_41309__536,0.569068,0.181183,0.969776,0.834079,C32464210,C32464210_35507_41309,536,0
C32465556_19128_22104__2150,0.403364,0.256838,0.548106,0.848009,C32465556,C32465556_19128_22104,2150,0
C32466784_43173_45931__1002,0.491774,0.590225,0.962665,0.617271,C32466784,C32466784_43173_45931,1002,0
C32468672_46672_63082__14703,0.919822,0.774835,0.893043,0.911708,C32468672,C32468672_46672_63082,14703,0
C32470384_22127_27979__4111,0.927959,0.979472,0.846441,0.866069,C32470384,C32470384_22127_27979,4111,0
C32470786_3668_14252__3814,0.708032,0.642918,0.940905,0.162815,C32470786,C32470786_3668_14252,3814,0
C32472916_16810_18643__464,0.334671,0.149647,0.154369,0.0833744,C32472916,C32472916_16810_18643,464,0
C32473598_11069_16809__1697,0.915851,0.571407,0.398272,0.937058,C32473598,C32473598_11069_16809,1697,0
C32477632_16289_19818__1440,0.882376,0.971214,0.98543,0.846915,C32477632,C32477632_16289_19818,1440,0
C32478822_48386_55905__3502,0.285561,0.694559,0.635586,0.528805,C32478822,C32478822_48386_55905,3502,0
C32480572_13870_21044__1003,0.81229,0.488358,0.632687,0.650135,C32480572,C32480572_13870_21044,1003,0
C32480572_24613_26096__620,0.846835,0.553452,0.679426,0.727029,C32480572,C32480572_24613_26096,620,0
C32484000_59064_66163__2998,0.343866,0.915801,0.688552,0.827058,C32484000,C32484000_59064_66163,2998,0
C32486192_34259_39438__1181,0.8523,0.78816,0.872492,0.738852,C32486192,C32486192_34259_39438,1181,0
C32489566_40486_42333__1371,0.82213,0.756868,0.585868,0.610028,C32489566,C32489566_40486_42333,1371,0
C32489820_33894_37028__2154,0.929998,0.888575,0.79944,0.505105,C32489820,C32489820_33894_37028,2154,0
C32491104_53645_61726__3600,0.925455,0.56426,0.61986,0.976469,C32491104,C32491104_53645_61726,3600,0
C32491334_36568_37649__616,0.999117,0.63299,0.952405,0.913966,C32491334,C32491334_36568_37649,616,0
C32491780_64095_69418__1090,0.474483,0.598901,0.420293,0.683442,C32491780,C32491780_64095_69418,1090,0
C32492796_18242_21207__1428,0.899582,0.753141,0.764191,0.783134,C32492796,C32492796_18242_21207,1428,0
C32494946_13182_16348__2554,0.54332,0.804628,0.895536,0.728697,C32494946,C32494946_13182_16348,2554,0
C32495770_41142_43101__1358,0.522901,0.6374,0.31881,0.226576,C32495770,C32495770_41142_43101,1358,0
C32500104_6531_12747__2435,0.736655,0.529325,0.574473,0.57447,C32500104,C32500104_6531_12747,2435,0
C32501328_33389_36359__1071,0.773234,0.801445,0.789141,0.881587,C32501328,C32501328_33389_36359,1071,0
C32502702_8063_9415__1063,0.874543,0.831278,0.898904,0.634743,C32502702,C32502702_8063_9415,1063,0
C32507694_37090_39516__2361,0.625234,0.519117,0.479608,0.625507,C32507694,C32507694_37090_39516,2361,0
C32507802_53796_63331__329,0.675921,0.414454,0.547907,0.782162,C32507802,C32507802_53796_63331,329,0
C32511730_52434_56198__2209,0.749107,0.894246,0.881042,0.867324,C32511730,C32511730_52434_56198,2209,0
C32514556_4098_8194__2512,0.851102,0.280515,0.837906,0.937089,C32514556,C32514556_4098_8194,2512,0
C32515432_17496_27532__4151,0.592197,0.254335,0.575421,0.293235,C32515432,C32515432_17496_27532,4151,0
C32516156_10182_13706__2453,0.600895,0.801802,0.62724,0.811326,C32516156,C32516156_10182_13706,2453,0
C32517330_32538_37776__2996,0.31191,0.350847,0.314545,0.607935,C32517330,C32517330_32538_37776,2996,0
C32518630_44544_45143__123,0.957986,0.868905,0.961693,0.682389,C32518630,C32518630_44544_45143,123,0
C32519560_37982_43760__3860,0.666015,0.964899,0.685593,0.765937,C32519560,C32519560_37982_43760,3860,0
C32519832_30121_35375__3539,0.866086,0.945141,0.679302,0.935934,C32519832,C32519832_30121_35375,3539,0
C32520214_49178_49836__197,0.747941,0.687254,0.670243,0.639709,C32520214,C32520214_49178_49836,197,0
C32521588_64181_66902__839,0.19807,0.629623,0.356882,0.820518,C32521588,C32521588_64181_66902,839,0
C32521876_53235_57357__2661,0.815072,0.673226,0.78775,0.710956,C32521876,C32521876_53235_57357,2661,0
C32521912_34714_37107__2079,0.770237,0.444742,0.153602,0.286854,C32521912,C32521912_34714_37107,2079,0
C32523944_9633_12064__1416,0.997911,0.529974,0.479384,0.947859,C32523944,C32523944_9633_12064,1416,0
C32524500_28558_33196__438,0.913518,0.402257,0.703874,0.83478,C32524500,C32524500_28558_33196,438,0
C32524522_41722_44980__1173,0.513899,0.742044,0.742683,0.7592,C32524522,C32524522_41722_44980,1173,0
C32525748_50548_54828__1767,0.409487,0.46597,0.836804,0.464,C32525748,C32525748_50548_54828,1767,0
C32525956_5883_9562__2818,0.84446,0.62535,0.95825,0.869088,C32525956,C32525956_5883_9562,2818,0
C32525982_51077_56382__2635,0.385506,0.148829,0.135396,0.373094,C32525982,C32525982_51077_56382,2635,0
C32530164_41762_49928__4233,0.942406,0.460267,0.388245,0.477033,C32530164,C32530164_41762_49928,4233,0
C32531500_55090_58976__1572,0.916001,0.853493,0.939134,0.975321,C32531500,C32531500_55090_58976,1572,0
C32532850_42633_45749__1717,0.856441,0.541989,0.828593,0.991345,C32532850,C32532850_42633_45749,1717,0
C32534248_70965_81669__4514,0.6554,0.326174,0.997355,0.42959,C32534248,C32534248_70965_81669,4514,0
C32534378_19393_24410__2799,0.775745,0.726033,0.973005,0.659706,C32534378,C32534378_19393_24410,2799,0
C32534934_12826_14969__985,0.587611,0.460303,0.857098,0.615206,C32534934,C32534934_12826_14969,985,0
C32535266_61140_67877__6524,0.768662,0.609175,0.977267,0.62795,C32535266,C32535266_61140_67877,6524,0
C32535306_43534_49257__4660,0.84181,0.923945,0.415762,0.271476,C32535306,C32535306_43534_49257,4660,0
C32535686_89836_90182__52,0.503217,0.726159,0.421646,0.949627,C32535686,C32535686_89836_90182,52,0
C32536590_46518_48778__59,0.999157,0.442445,0.981585,0.804893,C32536590,C32536590_46518_48778,59,0
C32536974_86006_88147__1879,0.730902,0.398515,0.368457,0.654498,C32536974,C32536974_86006_88147,1879,0
C32537586_39327_40861__287,0.373166,0.713613,0.628858,0.84443,C32537586,C32537586_39327_40861,287,0
C32537636_44964_50703__5626,0.809742,0.48335,0.790381,0.708868,C32537636,C32537636_44964_50703,5626,0
C32538394_58361_64062__4602,0.114942,0.856886,0.575001,0.571669,C32538394,C32538394_58361_64062,4602,0
C32539076_44871_47490__1033,0.88229,0.555524,0.374131,0.369468,C32539076,C32539076_44871_47490,1033,0
C32539206_72786_86662__2359,0.692328,0.929182,0.648971,0.629151,C32539206,C32539206_72786_86662,2359,0
C32540842_60964_76289__6133,0.18471,0.482999,0.390884,0.968701,C32540842,C32540842_60964_76289,6133,0
C32540926_61353_63973__1200,0.902935,0.986152,0.750373,0.472543,C32540926,C32540926_61353_63973,1200,0
C32540954_5968_13738__6542,0.645347,0.662478,0.981143,0.16715,C32540954,C32540954_5968_13738,6542,0
C32541540_61765_63332__991,0.835874,0.648157,0.518128,0.386759,C32541540,C32541540_61765_63332,991,0
C32543146_73200_79949__6029,0.829828,0.947919,0.450496,0.31034,C32543146,C32543146_73200_79949,6029,0
C32543708_27274_36893__7767,0.789132,0.687068,0.847787,0.886203,C32543708,C32543708_27274_36893,7767,0
C32543930_9318_13897__2626,0.772467,0.724198,0.92035,0.166655,C32543930,C32543930_9318_13897,2626,0
C32544516_4220_7345__2308,0.887238,0.557872,0.805313,0.393866,C32544516,C32544516_4220_7345,2308,0
C32544558_104868_106778__517,0.941644,0.685038,0.475185,0.120901,C32544558,C32544558_104868_106778,517,0
C32544710_95006_101609__6014,0.944675,0.908372,0.790895,0.726899,C32544710,C32544710_95006_101609,6014,0
C32545012_20205_23356__3101,0.586578,0.89554,0.891575,0.981127,C32545012,C32545012_20205_23356,3101,0
C32547490_19364_32536__3640,0.869565,0.0289232,0.984677,0.700425,C32547490,C32547490_19364_32536,3640,1
C32548764_20862_32305__1966,0.802399,0.206176,0.671829,0.663052,C32548764,C32548764_20862_32305,1966,0
C32549496_66030_70199__2042,0.656814,0.957462,0.521205,0.976626,C32549496,C32549496_66030_70199,2042,0
C32551538_16649_17520__33,0.622798,0.927457,0.769578,0.63533,C32551538,C32551538_16649_17520,33,0
C32551802_99164_101354__330,0.81562,0.988368,0.778671,0.990263,C32551802,C32551802_99164_101354,330,0
C32552146_57018_57808__641,0.781806,0.046985,0.549016,0.608629,C32552146,C32552146_57018_57808,641,0
C32553084_14573_19625__4878,0.94227,0.203299,0.895179,0.945732,C32553084,C32553084_14573_19625,4878,0
C32554586_110920_115901__2276,0.443119,0.507,0.249183,0.889546,C32554586,C32554586_110920_115901,2276,0
C32555050_130183_131173__192,0.764309,0.921368,0.92839,0.218105,C32555050,C32555050_130183_131173,192,0
C32555336_48026_51875__2095,0.982804,0.904821,0.901336,0.967017,C32555336,C32555336_48026_51875,2095,0
C32555934_117965_118733__298,0.949351,0.77108,0.831677,0.725067,C32555934,C32555934_117965_118733,298,0
C32556210_6542_8174__1171,0.552705,0.486948,0.990709,0.111599,C32556210,C32556210_6542_8174,1171,0
C32557334_37716_43449__3779,0.828138,0.895433,0.783396,0.75316,C32557334,C32557334_37716_43449,3779,0
C32557516_70189_75426__2704,0.621696,0.441454,0.762147,0.305768,C32557516,C32557516_70189_75426,2704,0
C32557630_63932_69251__3719,0.210346,0.658805,0.103267,0.0681869,C32557630,C32557630_63932_69251,3719,0
C32557680_102494_104228__1332,0.991112,0.880124,0.835728,0.875873,C32557680,C32557680_102494_104228,1332,0
C32557680_59938_63187__1461,0.805799,0.883592,0.760956,0.954088,C32557680,C32557680_59938_63187,1461,0
C32558132_3220_5474__505,0.111949,0.984511,0.0216801,0.358371,C32558132,C32558132_3220_5474,505,1
C32559112_143536_148795__446,0.445042,0.802451,0.713122,0.303709,C32559112,C32559112_143536_148795,446,0
C32559614_140685_149377__6246,0.88909,0.74239,0.55197,0.605856,C32559614,C32559614_140685_149377,6246,0
C32560612_147277_154914__7280,0.978468,0.716701,0.948599,0.430615,C32560612,C32560612_147277_154914,7280,0
C32561316_66971_72476__2090,0.865481,0.793311,0.718525,0.70938,C32561316,C32561316_66971_72476,2090,0
C32562102_34837_45207__7939,0.702082,0.770133,0.992593,0.715285,C32562102,C32562102_34837_45207,7939,0
C32562114_19530_23980__3412,0.182334,0.855051,0.11768,0.925726,C32562114,C32562114_19530_23980,3412,0
C32563762_35673_48363__9860,0.494818,0.0868703,0.644844,0.29942,C32563762,C32563762_35673_48363,9860,0
C32564568_69120_75714__3461,0.545476,0.472778,0.362259,0.29017,C32564568,C32564568_69120_75714,3461,0
C32564680_13263_16720__1884,0.149138,0.669178,0.182779,0.493933,C32564680,C32564680_13263_16720,1884,0
C32564938_179020_181337__1261,0.668769,0.518045,0.255898,0.25373,C32564938,C32564938_179020_181337,1261,0
C32564990_2915_3550__86,0.583764,0.616236,0.922378,0.599523,C32564990,C32564990_2915_3550,86,0
C32565262_3797_6537__1421,0.698447,0.319496,0.560891,0.405236,C32565262,C32565262_3797_6537,1421,0
C32565652_122387_139545__4853,0.41844,0.345168,0.417234,0.0671885,C32565652,C32565652_122387_139545,4853,0
C32566252_115695_120587__2605,0.737693,0.882417,0.956394,0.883174,C32566252,C32566252_115695_120587,2605,0
C32566452_4355_7601__1044,0.702132,0.805383,0.123964,0.18852,C32566452,C32566452_4355_7601,1044,0
C32566868_59646_61852__810,0.756094,0.566844,0.482886,0.643798,C32566868,C32566868_59646_61852,810,0
C32567366_44699_48901__1580,0.585817,0.792386,0.800835,0.688993,C32567366,C32567366_44699_48901,1580,0
C32568168_5616_8222__2012,0.764577,0.46176,0.666632,0.695714,C32568168,C32568168_5616_8222,2012,0
C32570158_70903_73184__1151,0.304817,0.881616,0.277469,0.624463,C32570158,C32570158_70903_73184,1151,0
C32570200_221826_223668__867,0.970974,0.778184,0.784513,0.919443,C32570200,C32570200_221826_223668,867,0
C32570274_6127_9822__3501,0.408688,0.725354,0.954361,0.888696,C32570274,C32570274_6127_9822,3501,0
C32570274_97338_101473__1731,0.708595,0.895233,0.73473,0.996038,C32570274,C32570274_97338_101473,1731,0
C32570712_98065_106574__1949,0.838813,0.708245,0.961047,0.850664,C32570712,C32570712_98065_106574,1949,0
C32570770_238439_242379__850,0.434972,0.504346,0.349716,0.377494,C32570770,C32570770_238439_242379,850,0
C32570812_242636_247289__624,0.158958,0.687697,0.851476,0.0346786,C32570812,C32570812_242636_247289,624,0
C32570976_316977_320198__1810,0.865749,0.828056,0.89328,0.559647,C32570976,C32570976_316977_320198,1810,0
C32570976_68365_74979__1702,0.640185,0.896511,0.805491,0.81352,C32570976,C32570976_68365_74979,1702,0
C32571126_123982_131445__3843,0.374419,0.855588,0.233053,0.700895,C32571126,C32571126_123982_131445,3843,0
C32571170_300298_303097__1693,0.433866,0.757584,0.220103,0.721847,C32571170,C32571170_300298_303097,1693,0
C32571510_343943_346366__2070,0.994581,0.556436,0.818333,0.868768,C32571510,C32571510_343943_346366,2070,0
C32571622_39519_44177__872,0.832269,0.373663,0.541386,0.267085,C32571622,C32571622_39519_44177,872,0
C32571688_105679_116119__8839,0.944543,0.711775,0.926444,0.654712,C32571688,C32571688_105679_116119,8839,0
C32571748_136932_139958__556,0.827831,0.65669,0.907808,0.858436,C32571748,C32571748_136932_139958,556,0
C32571776_237638_245205__1935,0.924893,0.359524,0.927811,0.976716,C32571776,C32571776_237638_245205,1935,0
C32571872_288792_297702__2130,0.993303,0.562897,0.961648,0.641663,C32571872,C32571872_288792_297702,2130,0
C32572180_212878_217266__395,0.400588,0.831091,0.433007,0.272914,C32572180,C32572180_212878_217266,395,0
C32572188_3235_7228__2503,0.732136,0.932063,0.963359,0.95744,C32572188,C32572188_3235_7228,2503,0
C32572246_87527_90703__1500,0.983159,0.331968,0.440968,0.488654,C32572246,C32572246_87527_90703,1500,0
C32572366_139881_143494__2303,0.929635,0.307405,0.987559,0.353403,C32572366,C32572366_139881_143494,2303,0
C32572396_327809_331168__3072,0.762809,0.687307,0.753822,0.527645,C32572396,C32572396_327809_331168,3072,0
C32572636_439625_442458__332,0.993533,0.722311,0.857362,0.564298,C32572636,C32572636_439625_442458,332,0
C32572666_299420_302945__1929,0.829712,0.427744,0.813177,0.80398,C32572666,C32572666_299420_302945,1929,0
C32572706_450148_453311__739,0.872337,0.952325,0.974555,0.985122,C32572706,C32572706_450148_453311,739,0
C32573006_183247_211288__15963,0.271569,0.349367,0.109433,0.524002,C32573006,C32573006_183247_211288,15963,0
C32573010_106341_108061__337,0.735412,0.78886,0.387741,0.679198,C32573010,C32573010_106341_108061,337,0
C32573198_569006_574948__854,0.65261,0.89841,0.895696,0.879585,C32573198,C32573198_569006_574948,854,0
C32573218_510879_512509__930,0.634973,0.656541,0.558742,0.738415,C32573218,C32573218_510879_512509,930,0
C32573218_575473_580932__2359,0.93731,0.723189,0.799288,0.907819,C32573218,C32573218_575473_580932,2359,0
C32573484_361900_365343__886,0.781649,0.870088,0.869284,0.848178,C32573484,C32573484_361900_365343,886,0
C32573708_77915_83457__2810,0.913233,0.915388,0.883795,0.248383,C32573708,C32573708_77915_83457,2810,0
C32573742_903468_917121__7398,0.98111,0.929558,0.588083,0.398366,C32573742,C32573742_903468_917121,7398,0
C32573800_111056_113267__1256,0.321329,0.940594,0.407282,0.900739,C32573800,C32573800_111056_113267,1256,0
C32573940_1724613_1727325__1197,0.985524,0.646488,0.980374,0.800499,C32573940,C32573940_1724613_1727325,1197,0
comp17335_c0_seq1__243,0.892455,0.914414,0.592383,0.635395,comp17335,comp17335_c0_seq1,243,0
comp42061_c0_seq1__2555,0.724693,0.728043,0.742972,0.192624,comp42061,comp42061_c0_seq1,2555,0
ctg7180041194744__260,0.918235,0.926671,0.797607,0.790951,ctg7180041194744,ctg7180041194744,260,0
ctg7180063447507__232,0.734593,0.429177,0.155748,0.286319,ctg7180063447507,ctg7180063447507,232,0
ctg7180063795074__66,0.978982,0.963784,0.909765,0.921896,ctg7180063795074,ctg7180063795074,66,0
scaffold100387_32935_35393__1403,0.883222,0.442554,0.879875,0.930563,scaffold100387,scaffold100387_32935_35393,1403,0
scaffold100786.2_8193_19225__3081,0.143874,0.475968,0.527968,0.0526407,scaffold100786.2,scaffold100786.2_8193_19225,3081,0
scaffold101009.1_7527_11350__445,0.804796,0.871571,0.945658,0.985661,scaffold101009.1,scaffold101009.1_7527_11350,445,0
scaffold101116.1_124617_136987__5584,0.967306,0.866679,0.622479,0.932749,scaffold101116.1,scaffold101116.1_124617_136987,5584,0
scaffold101201_115717_119067__2449,0.229104,0.333549,0.710804,0.290325,scaffold101201,scaffold101201_115717_119067,2449,0
scaffold10175_2220_4687__1119,0.619329,0.977306,0.785299,0.888945,scaffold10175,scaffold10175_2220_4687,1119,0
scaffold102848.1_942740_950757__5475,0.60878,0.721606,0.958692,0.75182,scaffold102848.1,scaffold102848.1_942740_950757,5475,0
scaffold103221_43383_47336__3378,0.472677,0.820441,0.665531,0.887165,scaffold103221,scaffold103221_43383_47336,3378,0
scaffold103280_79325_83242__3024,0.598737,0.7208,0.248679,0.657458,scaffold103280,scaffold103280_79325_83242,3024,0
scaffold103318.2_168629_178036__1105,0.174715,0.954742,0.442335,0.7803,scaffold103318.2,scaffold103318.2_168629_178036,1105,0
scaffold103726_55267_63757__8285,0.831816,0.647971,0.724204,0.969621,scaffold103726,scaffold103726_55267_63757,8285,0
scaffold103761.2_285188_286651__32,0.523583,0.395148,0.578764,0.700087,scaffold103761.2,scaffold103761.2_285188_286651,32,0
scaffold105897.1_290721_296575__2357,0.939437,0.830529,0.985004,0.89255,scaffold105897.1,scaffold105897.1_290721_296575,2357,0
scaffold105897.3_135818_136582__478,0.678447,0.82539,0.672121,0.769685,scaffold105897.3,scaffold105897.3_135818_136582,478,0
scaffold105897.3_31320_43815__7830,0.801525,0.860618,0.98292,0.961277,scaffold105897.3,scaffold105897.3_31320_43815,7830,0
scaffold106309_79194_82097__1018,0.720595,0.569767,0.989226,0.788553,scaffold106309,scaffold106309_79194_82097,1018,0
scaffold106363.2_57763_59697__384,0.566498,0.78934,0.733032,0.580821,scaffold106363.2,scaffold106363.2_57763_59697,384,0
scaffold107250_36871_38318__227,0.341092,0.842003,0.596873,0.741935,scaffold107250,scaffold107250_36871_38318,227,0
scaffold108456.2_16761_17492__545,0.826921,0.841505,0.946798,0.755784,scaffold108456.2,scaffold108456.2_16761_17492,545,0
scaffold109166.2_175856_177926__544,0.773101,0.778277,0.846872,0.956334,scaffold109166.2,scaffold109166.2_175856_177926,544,0
scaffold109658_68669_74499__2611,0.987843,0.905695,0.891818,0.735187,scaffold109658,scaffold109658_68669_74499,2611,0
scaffold110425.2_750_2488__220,0.802015,0.718542,0.945183,0.542186,scaffold110425.2,scaffold110425.2_750_2488,220,0
scaffold111246.1_16525_17470__454,0.837956,0.968125,0.998277,0.978611,scaffold111246.1,scaffold111246.1_16525_17470,454,0
scaffold111246.1_23984_25376__994,0.952306,0.833032,0.711785,0.930688,scaffold111246.1,scaffold111246.1_23984_25376,994,0
scaffold112919.2_9945_12275__950,0.874921,0.764196,0.828332,0.271446,scaffold112919.2,scaffold112919.2_9945_12275,950,0
scaffold11403.1_25972_31123__2720,0.934416,0.891887,0.967727,0.94896,scaffold11403.1,scaffold11403.1_25972_31123,2720,0
